"zielony","czerwony","nir1","nir2","ndvi","klasa"
66,71,84,78,0.084,"gleba szara bardzo wilgotna"
74,83,88,78,0.029,"gleba szara bardzo wilgotna"
63,87,100,81,0.07,"gleba czerwona"
52,71,84,78,0.084,"gleba czerwona"
49,75,88,78,0.08,"gleba czerwona"
56,83,104,85,0.112,"gleba czerwona"
59,91,104,85,0.067,"gleba czerwona"
56,79,96,78,0.097,"gleba czerwona"
52,79,96,78,0.097,"gleba czerwona"
66,96,112,92,0.077,"gleba czerwona"
70,109,122,96,0.056,"gleba czerwona"
63,109,122,96,0.056,"gleba czerwona"
63,66,68,57,0.015,"gleba szara bardzo wilgotna"
67,73,68,57,-0.035,"gleba szara bardzo wilgotna"
67,77,82,64,0.031,"gleba szara bardzo wilgotna"
75,88,90,72,0.011,"gleba szara bardzo wilgotna"
71,77,86,72,0.055,"gleba szara bardzo wilgotna"
71,73,86,68,0.082,"gleba szara bardzo wilgotna"
87,103,114,90,0.051,"gleba szara bardzo wilgotna"
63,95,105,86,0.05,"gleba czerwona"
52,77,90,75,0.078,"gleba czerwona"
52,70,90,75,0.125,"gleba czerwona"
56,70,82,72,0.079,"gleba czerwona"
49,73,90,75,0.104,"gleba czerwona"
56,81,93,83,0.069,"gleba czerwona"
56,88,105,83,0.088,"gleba czerwona"
56,84,97,79,0.072,"gleba czerwona"
63,95,101,86,0.031,"gleba czerwona"
67,99,110,86,0.053,"gleba czerwona"
67,99,114,86,0.07,"gleba czerwona"
63,108,124,98,0.069,"gleba czerwona"
67,108,124,94,0.069,"gleba czerwona"
67,103,119,90,0.072,"gleba czerwona"
63,71,74,55,0.021,"gleba szara bardzo wilgotna"
85,102,110,87,0.038,"gleba szara"
85,106,110,87,0.019,"gleba szara"
89,106,114,94,0.036,"gleba szara"
78,88,97,83,0.049,"gleba szara bardzo wilgotna"
85,106,114,94,0.036,"gleba szara"
50,71,93,76,0.134,"gleba czerwona"
47,67,89,73,0.141,"gleba czerwona"
50,71,89,76,0.112,"gleba czerwona"
53,71,78,73,0.047,"gleba czerwona"
50,79,97,80,0.102,"gleba czerwona"
53,84,97,83,0.072,"gleba czerwona"
53,88,105,83,0.088,"gleba czerwona"
53,84,101,80,0.092,"gleba czerwona"
53,88,97,80,0.049,"gleba czerwona"
57,88,105,87,0.088,"gleba czerwona"
60,92,105,87,0.066,"gleba czerwona"
60,97,101,83,0.02,"gleba czerwona"
63,111,119,97,0.035,"gleba czerwona"
67,106,119,97,0.058,"gleba czerwona"
63,92,105,80,0.066,"gleba czerwona"
63,102,110,94,0.038,"gleba czerwona"
63,102,114,87,0.056,"gleba czerwona"
67,92,110,90,0.089,"roslinnosc na sciernisku"
80,89,94,72,0.027,"gleba szara bardzo wilgotna"
80,89,94,76,0.027,"gleba szara bardzo wilgotna"
92,111,111,91,0,"gleba szara"
88,106,115,87,0.041,"gleba szara"
88,106,106,87,0,"gleba szara"
92,102,115,87,0.06,"gleba szara"
88,98,106,79,0.039,"gleba szara"
72,81,82,65,0.006,"gleba szara bardzo wilgotna"
64,73,78,65,0.033,"gleba szara bardzo wilgotna"
60,66,78,61,0.083,"gleba szara bardzo wilgotna"
84,106,111,94,0.023,"gleba szara"
57,94,111,87,0.083,"gleba czerwona"
53,66,82,76,0.108,"gleba czerwona"
57,77,98,76,0.12,"gleba czerwona"
53,85,102,79,0.091,"gleba czerwona"
53,85,98,83,0.071,"gleba czerwona"
60,94,98,83,0.021,"gleba czerwona"
72,111,120,98,0.039,"gleba czerwona"
68,89,98,83,0.048,"gleba czerwona"
60,94,111,87,0.083,"gleba czerwona"
64,98,106,87,0.039,"gleba czerwona"
68,89,115,94,0.127,"roslinnosc na sciernisku"
72,94,111,94,0.083,"roslinnosc na sciernisku"
76,89,115,94,0.127,"roslinnosc na sciernisku"
64,69,78,68,0.061,"gleba szara bardzo wilgotna"
84,103,113,81,0.046,"gleba szara"
88,107,113,88,0.027,"gleba szara"
84,103,104,81,0.005,"gleba szara"
60,95,108,88,0.064,"gleba czerwona"
50,83,104,85,0.112,"gleba czerwona"
53,61,79,67,0.129,"gleba czerwona"
53,75,87,74,0.074,"gleba czerwona"
56,87,104,85,0.089,"gleba czerwona"
56,87,100,78,0.07,"gleba czerwona"
60,91,104,85,0.067,"gleba czerwona"
60,95,113,92,0.087,"gleba czerwona"
46,48,96,103,0.333,"uprawa bawelny"
43,34,118,132,0.553,"uprawa bawelny"
46,48,108,107,0.385,"uprawa bawelny"
53,75,104,92,0.162,"uprawa bawelny"
60,99,104,85,0.025,"roslinnosc na sciernisku"
56,57,71,67,0.109,"roslinnosc na sciernisku"
56,61,71,67,0.076,"roslinnosc na sciernisku"
88,103,104,87,0.005,"gleba szara"
88,103,109,83,0.028,"gleba szara"
88,107,109,87,0.009,"gleba szara"
84,99,100,79,0.005,"gleba szara"
93,107,109,87,0.009,"gleba szara"
84,99,100,79,0.005,"gleba szara"
67,75,81,62,0.038,"gleba szara bardzo wilgotna"
75,83,96,79,0.073,"gleba szara bardzo wilgotna"
84,103,113,92,0.046,"gleba szara"
84,107,118,96,0.049,"gleba szara"
51,87,100,87,0.07,"gleba czerwona"
51,83,104,83,0.112,"gleba czerwona"
59,72,85,75,0.083,"gleba czerwona"
59,95,109,87,0.069,"gleba czerwona"
63,99,113,92,0.066,"gleba czerwona"
67,95,109,87,0.069,"gleba czerwona"
63,95,109,87,0.069,"gleba czerwona"
71,111,128,100,0.071,"gleba czerwona"
63,107,118,92,0.049,"gleba czerwona"
51,45,113,125,0.43,"uprawa bawelny"
48,34,113,125,0.537,"uprawa bawelny"
51,58,113,104,0.322,"uprawa bawelny"
63,95,104,83,0.045,"roslinnosc na sciernisku"
90,104,108,85,0.019,"gleba szara"
90,100,100,81,0,"gleba szara"
86,100,104,81,0.02,"gleba szara"
90,104,112,89,0.037,"gleba szara"
86,104,104,85,0,"gleba szara"
82,96,100,78,0.02,"gleba szara"
82,96,100,78,0.02,"gleba szara"
78,100,112,92,0.057,"gleba szara"
49,83,96,81,0.073,"gleba czerwona"
49,71,88,78,0.107,"gleba czerwona"
49,67,80,70,0.088,"gleba czerwona"
52,71,80,74,0.06,"gleba czerwona"
56,75,88,74,0.08,"gleba czerwona"
56,79,88,81,0.054,"gleba czerwona"
59,87,104,85,0.089,"gleba czerwona"
63,96,112,89,0.077,"gleba czerwona"
63,96,108,89,0.059,"gleba czerwona"
63,96,112,89,0.077,"gleba czerwona"
70,113,122,96,0.038,"gleba czerwona"
46,43,112,122,0.445,"uprawa bawelny"
66,91,112,89,0.103,"roslinnosc na sciernisku"
52,53,76,74,0.178,"roslinnosc na sciernisku"
83,95,101,83,0.031,"gleba szara"
92,103,105,86,0.01,"gleba szara"
67,99,114,90,0.07,"gleba czerwona"
46,73,90,75,0.104,"gleba czerwona"
49,70,82,72,0.079,"gleba czerwona"
59,84,93,83,0.051,"gleba czerwona"
56,81,93,79,0.069,"gleba czerwona"
56,81,93,79,0.069,"gleba czerwona"
63,103,114,90,0.051,"gleba czerwona"
63,103,119,90,0.072,"gleba czerwona"
56,84,105,86,0.111,"gleba czerwona"
67,99,110,94,0.053,"gleba czerwona"
63,103,119,94,0.072,"gleba czerwona"
71,112,124,101,0.051,"gleba czerwona"
56,70,110,98,0.222,"gleba czerwona"
49,51,101,101,0.329,"uprawa bawelny"
67,84,105,94,0.111,"roslinnosc na sciernisku"
59,60,72,72,0.091,"roslinnosc na sciernisku"
85,97,101,80,0.02,"gleba szara"
93,106,114,94,0.036,"gleba szara"
89,102,110,87,0.038,"gleba szara"
53,88,101,83,0.069,"gleba czerwona"
50,79,89,76,0.06,"gleba czerwona"
50,71,85,73,0.09,"gleba czerwona"
50,79,93,80,0.081,"gleba czerwona"
53,79,89,76,0.06,"gleba czerwona"
57,79,93,80,0.081,"gleba czerwona"
57,88,101,83,0.069,"gleba czerwona"
57,88,101,83,0.069,"gleba czerwona"
60,75,93,83,0.107,"gleba czerwona"
57,88,105,87,0.088,"gleba czerwona"
60,97,105,87,0.04,"gleba czerwona"
63,97,114,90,0.081,"gleba czerwona"
67,106,119,97,0.058,"gleba czerwona"
47,40,105,122,0.448,"uprawa bawelny"
44,29,114,133,0.594,"uprawa bawelny"
47,37,114,122,0.51,"uprawa bawelny"
78,84,93,80,0.051,"gleba szara bardzo wilgotna"
60,71,82,65,0.072,"gleba szara bardzo wilgotna"
63,67,78,69,0.076,"gleba szara bardzo wilgotna"
60,63,74,69,0.08,"gleba szara bardzo wilgotna"
84,106,111,87,0.023,"gleba szara"
92,106,111,87,0.023,"gleba szara"
88,102,106,83,0.019,"gleba szara"
84,98,102,87,0.02,"gleba szara"
53,85,102,83,0.091,"gleba czerwona"
50,73,90,76,0.104,"gleba czerwona"
50,66,82,72,0.108,"gleba czerwona"
53,69,82,72,0.086,"gleba czerwona"
53,73,94,76,0.126,"gleba czerwona"
53,73,90,76,0.104,"gleba czerwona"
53,77,94,76,0.099,"gleba czerwona"
53,77,94,79,0.099,"gleba czerwona"
68,94,115,91,0.1,"gleba czerwona"
60,85,102,83,0.091,"gleba czerwona"
64,98,115,91,0.08,"gleba czerwona"
64,98,111,91,0.062,"gleba czerwona"
53,89,106,87,0.087,"gleba czerwona"
68,111,120,98,0.039,"gleba czerwona"
68,111,125,98,0.059,"gleba czerwona"
47,31,111,131,0.563,"uprawa bawelny"
64,85,98,79,0.071,"roslinnosc na sciernisku"
64,77,106,98,0.158,"roslinnosc na sciernisku"
68,69,111,98,0.233,"roslinnosc na sciernisku"
80,95,100,78,0.026,"gleba szara"
84,103,108,88,0.024,"gleba szara"
88,99,104,88,0.025,"gleba szara"
88,99,104,85,0.025,"gleba szara"
84,99,100,81,0.005,"gleba szara"
50,75,96,78,0.123,"gleba czerwona"
50,71,87,74,0.101,"gleba czerwona"
53,75,87,78,0.074,"gleba czerwona"
53,75,87,78,0.074,"gleba czerwona"
56,68,83,67,0.099,"gleba czerwona"
53,75,91,78,0.096,"gleba czerwona"
60,79,96,85,0.097,"gleba czerwona"
68,87,96,81,0.049,"gleba czerwona"
68,91,104,88,0.067,"gleba czerwona"
60,75,91,78,0.096,"gleba czerwona"
56,87,108,85,0.108,"gleba czerwona"
56,83,100,85,0.093,"gleba czerwona"
71,107,122,103,0.066,"gleba czerwona"
64,91,104,92,0.067,"gleba czerwona"
56,61,91,85,0.197,"roslinnosc na sciernisku"
60,64,91,81,0.174,"roslinnosc na sciernisku"
60,75,96,78,0.123,"roslinnosc na sciernisku"
88,103,104,83,0.005,"gleba szara"
88,107,109,87,0.009,"gleba szara"
84,103,104,83,0.005,"gleba szara"
88,103,113,87,0.046,"gleba szara"
51,75,93,79,0.107,"gleba czerwona"
51,72,85,75,0.083,"gleba czerwona"
55,79,96,79,0.097,"gleba czerwona"
59,83,96,79,0.073,"gleba czerwona"
67,103,109,87,0.028,"gleba czerwona"
59,83,96,79,0.073,"gleba czerwona"
75,91,109,92,0.09,"gleba czerwona"
59,95,113,92,0.087,"gleba czerwona"
71,111,118,96,0.031,"gleba czerwona"
59,75,100,83,0.143,"gleba czerwona"
67,87,100,83,0.07,"gleba czerwona"
55,61,100,87,0.242,"roslinnosc na sciernisku"
55,58,96,87,0.247,"roslinnosc na sciernisku"
59,61,89,79,0.187,"roslinnosc na sciernisku"
59,61,85,75,0.164,"roslinnosc na sciernisku"
63,64,104,96,0.238,"roslinnosc na sciernisku"
79,95,96,79,0.005,"gleba szara wilgotna"
86,104,108,81,0.019,"gleba szara"
86,100,108,85,0.038,"gleba szara"
82,96,104,81,0.04,"gleba szara"
86,104,108,92,0.019,"gleba szara"
82,100,108,89,0.038,"gleba szara"
63,96,100,92,0.02,"gleba czerwona"
56,75,92,74,0.102,"gleba czerwona"
56,79,88,78,0.054,"gleba czerwona"
66,96,108,92,0.059,"gleba czerwona"
59,83,96,81,0.073,"gleba czerwona"
70,96,104,89,0.04,"gleba czerwona"
63,91,112,89,0.103,"gleba czerwona"
63,100,122,92,0.099,"gleba czerwona"
70,100,112,92,0.057,"gleba czerwona"
63,83,104,89,0.112,"gleba czerwona"
63,75,104,85,0.162,"gleba czerwona"
70,100,112,92,0.057,"gleba czerwona"
59,63,104,96,0.246,"roslinnosc na sciernisku"
59,67,88,74,0.135,"roslinnosc na sciernisku"
63,71,92,81,0.129,"roslinnosc na sciernisku"
83,95,97,79,0.01,"gleba szara"
96,112,110,94,-0.009,"gleba szara"
83,95,105,83,0.05,"gleba szara"
87,103,105,86,0.01,"gleba szara"
79,99,110,90,0.053,"gleba szara"
59,95,110,90,0.073,"gleba czerwona"
52,73,90,79,0.104,"gleba czerwona"
49,70,86,75,0.103,"gleba czerwona"
52,70,82,75,0.079,"gleba czerwona"
56,73,86,75,0.082,"gleba czerwona"
59,77,90,79,0.078,"gleba czerwona"
67,103,114,94,0.051,"gleba czerwona"
75,108,124,98,0.069,"gleba czerwona"
71,99,110,94,0.053,"gleba czerwona"
63,66,101,90,0.21,"roslinnosc na sciernisku"
59,60,97,90,0.236,"roslinnosc na sciernisku"
75,91,97,79,0.032,"gleba szara wilgotna"
79,91,97,83,0.032,"gleba szara wilgotna"
79,91,97,79,0.032,"gleba szara wilgotna"
85,97,101,83,0.02,"gleba szara"
50,71,89,76,0.112,"gleba czerwona"
50,71,89,73,0.112,"gleba czerwona"
60,84,93,80,0.051,"gleba czerwona"
63,84,97,83,0.072,"gleba czerwona"
63,79,85,80,0.037,"gleba czerwona"
60,75,89,80,0.085,"gleba czerwona"
63,92,105,87,0.066,"gleba czerwona"
70,106,119,94,0.058,"gleba czerwona"
67,106,110,90,0.019,"gleba czerwona"
67,106,124,94,0.078,"gleba czerwona"
67,106,114,94,0.036,"gleba czerwona"
70,106,119,94,0.058,"gleba czerwona"
70,111,124,97,0.055,"gleba czerwona"
74,106,114,97,0.036,"gleba czerwona"
78,97,114,97,0.081,"gleba czerwona"
60,75,101,83,0.148,"roslinnosc na sciernisku"
50,46,82,83,0.281,"roslinnosc na sciernisku"
57,67,85,76,0.118,"roslinnosc na sciernisku"
60,60,97,87,0.236,"roslinnosc na sciernisku"
84,102,102,79,0,"gleba szara"
84,98,102,79,0.02,"gleba szara"
76,94,102,79,0.041,"gleba szara"
84,102,111,91,0.042,"gleba szara"
76,94,106,91,0.06,"gleba czerwona"
57,81,102,83,0.115,"gleba czerwona"
50,73,90,76,0.104,"gleba czerwona"
53,81,102,83,0.115,"gleba czerwona"
53,77,94,76,0.099,"gleba czerwona"
53,73,98,76,0.146,"gleba czerwona"
57,77,98,79,0.12,"gleba czerwona"
64,81,98,83,0.095,"gleba czerwona"
64,94,111,91,0.083,"gleba czerwona"
60,94,111,91,0.083,"gleba czerwona"
68,106,115,94,0.041,"gleba czerwona"
68,102,115,94,0.06,"gleba czerwona"
88,115,131,102,0.065,"gleba czerwona"
88,111,120,94,0.039,"gleba czerwona"
76,89,102,76,0.068,"roslinnosc na sciernisku"
60,73,90,83,0.104,"gleba czerwona"
60,66,102,91,0.214,"roslinnosc na sciernisku"
76,89,106,87,0.087,"gleba szara wilgotna"
84,99,108,81,0.043,"gleba szara"
92,107,118,96,0.049,"gleba szara"
97,116,122,96,0.025,"gleba szara"
84,99,108,88,0.043,"gleba szara"
84,99,108,92,0.043,"gleba szara"
46,71,87,74,0.101,"gleba czerwona"
56,71,79,74,0.053,"gleba czerwona"
60,79,91,81,0.071,"gleba czerwona"
64,91,113,88,0.108,"gleba czerwona"
68,107,122,96,0.066,"gleba czerwona"
68,103,118,92,0.068,"gleba czerwona"
71,107,118,96,0.049,"gleba czerwona"
76,112,122,96,0.043,"gleba czerwona"
56,68,91,81,0.145,"roslinnosc na sciernisku"
76,95,108,88,0.064,"gleba szara wilgotna"
88,103,109,87,0.028,"gleba szara"
93,107,113,92,0.027,"gleba szara"
97,111,123,96,0.051,"gleba szara"
93,111,118,96,0.031,"gleba szara"
79,107,123,100,0.07,"gleba czerwona"
51,79,104,83,0.137,"gleba czerwona"
51,83,100,83,0.093,"gleba czerwona"
48,72,89,79,0.106,"gleba czerwona"
55,79,93,75,0.081,"gleba czerwona"
63,91,104,83,0.067,"gleba czerwona"
71,103,109,92,0.028,"gleba czerwona"
71,103,118,92,0.068,"gleba czerwona"
67,103,118,92,0.068,"gleba czerwona"
67,107,113,96,0.027,"gleba czerwona"
67,83,104,87,0.112,"gleba czerwona"
59,83,100,83,0.093,"gleba czerwona"
59,72,96,83,0.143,"roslinnosc na sciernisku"
59,75,89,75,0.085,"roslinnosc na sciernisku"
59,75,109,96,0.185,"roslinnosc na sciernisku"
75,99,104,83,0.025,"gleba szara wilgotna"
