x,y,ndvi
17.159,51.13925,0.597
17.161,51.13925,0.59
17.163,51.13925,0.582
17.165,51.13925,0.58
17.167,51.13925,0.579
17.169,51.13925,0.516
17.171,51.13925,0.526
17.173,51.13925,0.452
17.175,51.13925,0.533
17.177,51.13925,0.509
17.179,51.13925,0.452
17.181,51.13925,0.498
17.183,51.13925,0.446
17.185,51.13925,0.448
17.187,51.13925,0.464
17.189,51.13925,0.429
17.191,51.13925,0.454
17.193,51.13925,0.526
17.195,51.13925,0.5
17.197,51.13925,0.533
17.199,51.13925,0.534
17.201,51.13925,0.498
17.203,51.13925,0.535
17.205,51.13925,0.535
17.207,51.13925,0.561
17.209,51.13925,0.546
17.211,51.13925,0.557
17.213,51.13925,0.599
17.215,51.13925,0.571
17.217,51.13925,0.582
17.219,51.13925,0.595
17.221,51.13925,0.58
17.223,51.13925,0.616
17.225,51.13925,0.589
17.227,51.13925,0.599
17.229,51.13925,0.579
17.231,51.13925,0.594
17.233,51.13925,0.627
17.235,51.13925,0.596
17.237,51.13925,0.592
17.239,51.13925,0.56
17.241,51.13925,0.558
17.243,51.13925,0.59
17.245,51.13925,0.56
17.247,51.13925,0.582
17.249,51.13925,0.563
16.851,51.13795,0.659
16.853,51.13795,0.631
16.855,51.13795,0.647
16.857,51.13795,0.632
16.859,51.13795,0.627
16.861,51.13795,0.636
16.863,51.13795,0.582
16.865,51.13795,0.615
16.867,51.13795,0.607
16.869,51.13795,0.609
16.871,51.13795,0.589
16.873,51.13795,0.594
16.875,51.13795,0.547
16.877,51.13795,0.55
16.879,51.13795,0.533
16.881,51.13795,0.536
16.883,51.13795,0.554
16.885,51.13795,0.536
16.887,51.13795,0.578
16.889,51.13795,0.553
16.891,51.13795,0.55
16.893,51.13795,0.578
16.895,51.13795,0.566
16.897,51.13795,0.544
16.899,51.13795,0.526
16.901,51.13795,0.557
16.903,51.13795,0.528
16.905,51.13795,0.519
16.907,51.13795,0.536
16.909,51.13795,0.547
16.911,51.13795,0.507
16.913,51.13795,0.495
16.915,51.13795,0.484
16.917,51.13795,0.496
16.919,51.13795,0.5
16.921,51.13795,0.518
16.923,51.13795,0.501
16.925,51.13795,0.52
16.927,51.13795,0.498
16.929,51.13795,0.519
16.931,51.13795,0.525
16.933,51.13795,0.528
16.935,51.13795,0.502
16.937,51.13795,0.547
16.939,51.13795,0.522
16.941,51.13795,0.505
16.943,51.13795,0.519
16.945,51.13795,0.483
16.947,51.13795,0.496
16.949,51.13795,0.46
16.951,51.13795,0.458
16.953,51.13795,0.465
16.955,51.13795,0.445
16.957,51.13795,0.393
16.959,51.13795,0.443
16.961,51.13795,0.429
16.963,51.13795,0.419
16.965,51.13795,0.428
16.967,51.13795,0.438
16.969,51.13795,0.395
16.971,51.13795,0.384
16.973,51.13795,0.403
16.975,51.13795,0.408
16.977,51.13795,0.401
16.979,51.13795,0.414
16.981,51.13795,0.443
16.983,51.13795,0.379
16.985,51.13795,0.387
16.987,51.13795,0.361
16.989,51.13795,0.377
16.991,51.13795,0.375
16.993,51.13795,0.418
16.995,51.13795,0.372
16.997,51.13795,0.352
16.999,51.13795,0.36
17.001,51.13795,0.327
17.003,51.13795,0.352
17.005,51.13795,0.337
17.007,51.13795,0.353
17.009,51.13795,0.329
17.011,51.13795,0.284
17.013,51.13795,0.316
17.015,51.13795,0.311
17.017,51.13795,0.317
17.019,51.13795,0.269
17.021,51.13795,0.263
17.023,51.13795,0.247
17.025,51.13795,0.26
17.027,51.13795,0.272
17.029,51.13795,0.235
17.031,51.13795,0.242
17.033,51.13795,0.242
17.035,51.13795,0.225
17.037,51.13795,0.232
17.039,51.13795,0.224
17.041,51.13795,0.209
17.043,51.13795,0.252
17.045,51.13795,0.23
17.047,51.13795,0.215
17.049,51.13795,0.25
17.051,51.13795,0.254
17.053,51.13795,0.26
17.055,51.13795,0.285
17.057,51.13795,0.303
17.059,51.13795,0.316
17.061,51.13795,0.324
17.063,51.13795,0.329
17.065,51.13795,0.314
17.067,51.13795,0.325
17.069,51.13795,0.366
17.071,51.13795,0.018
17.073,51.13795,0.009
17.075,51.13795,0.02
17.077,51.13795,0.019
17.079,51.13795,0.009
17.081,51.13795,0.02
17.083,51.13795,0.084
17.085,51.13795,0.045
17.087,51.13795,0.046
17.089,51.13795,0.022
17.091,51.13795,-0.001
17.093,51.13795,0.523
17.095,51.13795,0.497
17.097,51.13795,0.504
17.099,51.13795,0.495
17.101,51.13795,0.518
17.103,51.13795,0.521
17.105,51.13795,0.497
17.107,51.13795,0.555
17.109,51.13795,0.555
17.111,51.13795,0.522
17.113,51.13795,0.557
17.115,51.13795,0.52
17.117,51.13795,0.548
17.119,51.13795,0.518
17.121,51.13795,0.528
17.123,51.13795,0.587
17.125,51.13795,0.535
17.127,51.13795,0.521
17.129,51.13795,0.524
17.131,51.13795,0.53
17.133,51.13795,0.553
17.135,51.13795,0.524
17.137,51.13795,0.552
17.139,51.13795,0.593
17.141,51.13795,0.596
17.143,51.13795,0.622
17.145,51.13795,0.568
17.147,51.13795,0.581
17.149,51.13795,0.614
17.151,51.13795,0.6
17.153,51.13795,0.595
17.155,51.13795,0.618
17.157,51.13795,0.566
17.159,51.13795,0.618
17.161,51.13795,0.547
17.163,51.13795,0.565
17.165,51.13795,0.564
17.167,51.13795,0.537
17.169,51.13795,0.531
17.171,51.13795,0.521
17.173,51.13795,0.472
17.175,51.13795,0.475
17.177,51.13795,0.461
17.179,51.13795,0.435
17.181,51.13795,0.462
17.183,51.13795,0.46
17.185,51.13795,0.465
17.187,51.13795,0.439
17.189,51.13795,0.452
17.191,51.13795,0.483
17.193,51.13795,0.488
17.195,51.13795,0.504
17.197,51.13795,0.528
17.199,51.13795,0.508
17.201,51.13795,0.495
17.203,51.13795,0.553
17.205,51.13795,0.525
17.207,51.13795,0.559
17.209,51.13795,0.567
17.211,51.13795,0.576
17.213,51.13795,0.555
17.215,51.13795,0.591
17.217,51.13795,0.534
17.219,51.13795,0.632
17.221,51.13795,0.581
17.223,51.13795,0.595
17.225,51.13795,0.596
17.227,51.13795,0.621
17.229,51.13795,0.588
17.231,51.13795,0.586
17.233,51.13795,0.603
17.235,51.13795,0.585
17.237,51.13795,0.589
17.239,51.13795,0.621
17.241,51.13795,0.607
17.243,51.13795,0.596
17.245,51.13795,0.575
17.247,51.13795,0.557
17.249,51.13795,0.566
16.851,51.13665,0.673
16.853,51.13665,0.631
16.855,51.13665,0.654
16.857,51.13665,0.631
16.859,51.13665,0.667
16.861,51.13665,0.629
16.863,51.13665,0.604
16.865,51.13665,0.612
16.867,51.13665,0.601
16.869,51.13665,0.57
16.871,51.13665,0.583
16.873,51.13665,0.554
16.875,51.13665,0.572
16.877,51.13665,0.554
16.879,51.13665,0.543
16.881,51.13665,0.54
16.883,51.13665,0.523
16.885,51.13665,0.534
16.887,51.13665,0.53
16.889,51.13665,0.531
16.891,51.13665,0.525
16.893,51.13665,0.529
16.895,51.13665,0.516
16.897,51.13665,0.518
16.899,51.13665,0.528
16.901,51.13665,0.514
16.903,51.13665,0.484
16.905,51.13665,0.49
16.907,51.13665,0.529
16.909,51.13665,0.507
16.911,51.13665,0.508
16.913,51.13665,0.509
16.915,51.13665,0.526
16.917,51.13665,0.504
16.919,51.13665,0.499
16.921,51.13665,0.527
16.923,51.13665,0.504
16.925,51.13665,0.495
16.927,51.13665,0.545
16.929,51.13665,0.53
16.931,51.13665,0.53
16.933,51.13665,0.508
16.935,51.13665,0.531
16.937,51.13665,0.526
16.939,51.13665,0.489
16.941,51.13665,0.519
16.943,51.13665,0.49
16.945,51.13665,0.451
16.947,51.13665,0.481
16.949,51.13665,0.486
16.951,51.13665,0.465
16.953,51.13665,0.419
16.955,51.13665,0.427
16.957,51.13665,0.442
16.959,51.13665,0.398
16.961,51.13665,0.378
16.963,51.13665,0.41
16.965,51.13665,0.441
16.967,51.13665,0.428
16.969,51.13665,0.388
16.971,51.13665,0.386
16.973,51.13665,0.406
16.975,51.13665,0.4
16.977,51.13665,0.416
16.979,51.13665,0.439
16.981,51.13665,0.424
16.983,51.13665,0.439
16.985,51.13665,0.395
16.987,51.13665,0.388
16.989,51.13665,0.388
16.991,51.13665,0.362
16.993,51.13665,0.394
16.995,51.13665,0.39
16.997,51.13665,0.348
16.999,51.13665,0.369
17.001,51.13665,0.345
17.003,51.13665,0.327
17.005,51.13665,0.312
17.007,51.13665,0.339
17.009,51.13665,0.285
17.011,51.13665,0.289
17.013,51.13665,0.292
17.015,51.13665,0.278
17.017,51.13665,0.3
17.019,51.13665,0.249
17.021,51.13665,0.231
17.023,51.13665,0.222
17.025,51.13665,0.26
17.027,51.13665,0.183
17.029,51.13665,0.192
17.031,51.13665,0.233
17.033,51.13665,0.235
17.035,51.13665,0.202
17.037,51.13665,0.211
17.039,51.13665,0.192
17.041,51.13665,0.217
17.043,51.13665,0.257
17.045,51.13665,0.244
17.047,51.13665,0.239
17.049,51.13665,0.236
17.051,51.13665,0.247
17.053,51.13665,0.268
17.055,51.13665,0.295
17.057,51.13665,0.274
17.059,51.13665,0.301
17.061,51.13665,0.316
17.063,51.13665,0.344
17.065,51.13665,0.289
17.067,51.13665,0.359
17.069,51.13665,0.077
17.071,51.13665,0.014
17.073,51.13665,0.007
17.075,51.13665,0.022
17.077,51.13665,0.022
17.079,51.13665,0.032
17.081,51.13665,0.043
17.083,51.13665,-0.013
17.085,51.13665,0.063
17.087,51.13665,-0.01
17.089,51.13665,0.026
17.091,51.13665,0.481
17.093,51.13665,0.484
17.095,51.13665,0.508
17.097,51.13665,0.494
17.099,51.13665,0.528
17.101,51.13665,0.521
17.103,51.13665,0.519
17.105,51.13665,0.548
17.107,51.13665,0.527
17.109,51.13665,0.535
17.111,51.13665,0.518
17.113,51.13665,0.511
17.115,51.13665,0.522
17.117,51.13665,0.513
17.119,51.13665,0.49
17.121,51.13665,0.507
17.123,51.13665,0.547
17.125,51.13665,0.507
17.127,51.13665,0.526
17.129,51.13665,0.545
17.131,51.13665,0.56
17.133,51.13665,0.561
17.135,51.13665,0.542
17.137,51.13665,0.555
17.139,51.13665,0.595
17.141,51.13665,0.594
17.143,51.13665,0.581
17.145,51.13665,0.602
17.147,51.13665,0.58
17.149,51.13665,0.591
17.151,51.13665,0.615
17.153,51.13665,0.564
17.155,51.13665,0.594
17.157,51.13665,0.561
17.159,51.13665,0.612
17.161,51.13665,0.588
17.163,51.13665,0.565
17.165,51.13665,0.561
17.167,51.13665,0.531
17.169,51.13665,0.506
17.171,51.13665,0.487
17.173,51.13665,0.512
17.175,51.13665,0.505
17.177,51.13665,0.435
17.179,51.13665,0.446
17.181,51.13665,0.426
17.183,51.13665,0.441
17.185,51.13665,0.432
17.187,51.13665,0.486
17.189,51.13665,0.429
17.191,51.13665,0.477
17.193,51.13665,0.454
17.195,51.13665,0.477
17.197,51.13665,0.476
17.199,51.13665,0.54
17.201,51.13665,0.509
17.203,51.13665,0.561
17.205,51.13665,0.559
17.207,51.13665,0.54
17.209,51.13665,0.556
17.211,51.13665,0.575
17.213,51.13665,0.591
17.215,51.13665,0.569
17.217,51.13665,0.616
17.219,51.13665,0.595
17.221,51.13665,0.58
17.223,51.13665,0.568
17.225,51.13665,0.592
17.227,51.13665,0.582
17.229,51.13665,0.614
17.231,51.13665,0.619
17.233,51.13665,0.589
17.235,51.13665,0.604
17.237,51.13665,0.601
17.239,51.13665,0.625
17.241,51.13665,0.54
17.243,51.13665,0.564
17.245,51.13665,0.562
17.247,51.13665,0.59
17.249,51.13665,0.596
16.851,51.13535,0.628
16.853,51.13535,0.658
16.855,51.13535,0.662
16.857,51.13535,0.617
16.859,51.13535,0.639
16.861,51.13535,0.646
16.863,51.13535,0.607
16.865,51.13535,0.586
16.867,51.13535,0.535
16.869,51.13535,0.536
16.871,51.13535,0.582
16.873,51.13535,0.581
16.875,51.13535,0.579
16.877,51.13535,0.539
16.879,51.13535,0.536
16.881,51.13535,0.548
16.883,51.13535,0.526
16.885,51.13535,0.495
16.887,51.13535,0.518
16.889,51.13535,0.496
16.891,51.13535,0.539
16.893,51.13535,0.553
16.895,51.13535,0.499
16.897,51.13535,0.538
16.899,51.13535,0.523
16.901,51.13535,0.551
16.903,51.13535,0.514
16.905,51.13535,0.502
16.907,51.13535,0.528
16.909,51.13535,0.533
16.911,51.13535,0.547
16.913,51.13535,0.529
16.915,51.13535,0.5
16.917,51.13535,0.534
16.919,51.13535,0.519
16.921,51.13535,0.506
16.923,51.13535,0.528
16.925,51.13535,0.489
16.927,51.13535,0.534
16.929,51.13535,0.523
16.931,51.13535,0.495
16.933,51.13535,0.484
16.935,51.13535,0.513
16.937,51.13535,0.499
16.939,51.13535,0.52
16.941,51.13535,0.484
16.943,51.13535,0.501
16.945,51.13535,0.509
16.947,51.13535,0.501
16.949,51.13535,0.431
16.951,51.13535,0.426
16.953,51.13535,0.483
16.955,51.13535,0.404
16.957,51.13535,0.425
16.959,51.13535,0.415
16.961,51.13535,0.425
16.963,51.13535,0.381
16.965,51.13535,0.406
16.967,51.13535,0.421
16.969,51.13535,0.442
16.971,51.13535,0.42
16.973,51.13535,0.393
16.975,51.13535,0.381
16.977,51.13535,0.425
16.979,51.13535,0.42
16.981,51.13535,0.428
16.983,51.13535,0.397
16.985,51.13535,0.368
16.987,51.13535,0.409
16.989,51.13535,0.367
16.991,51.13535,0.364
16.993,51.13535,0.363
16.995,51.13535,0.346
16.997,51.13535,0.325
16.999,51.13535,0.336
17.001,51.13535,0.318
17.003,51.13535,0.325
17.005,51.13535,0.324
17.007,51.13535,0.312
17.009,51.13535,0.286
17.011,51.13535,0.294
17.013,51.13535,0.29
17.015,51.13535,0.23
17.017,51.13535,0.231
17.019,51.13535,0.231
17.021,51.13535,0.238
17.023,51.13535,0.252
17.025,51.13535,0.216
17.027,51.13535,0.239
17.029,51.13535,0.234
17.031,51.13535,0.207
17.033,51.13535,0.207
17.035,51.13535,0.19
17.037,51.13535,0.163
17.039,51.13535,0.166
17.041,51.13535,0.198
17.043,51.13535,0.197
17.045,51.13535,0.206
17.047,51.13535,0.206
17.049,51.13535,0.189
17.051,51.13535,0.222
17.053,51.13535,0.264
17.055,51.13535,0.278
17.057,51.13535,0.296
17.059,51.13535,0.255
17.061,51.13535,0.298
17.063,51.13535,0.308
17.065,51.13535,0.315
17.067,51.13535,0.054
17.069,51.13535,0.05
17.071,51.13535,-0.007
17.073,51.13535,0.05
17.075,51.13535,0
17.077,51.13535,0.035
17.079,51.13535,0.024
17.081,51.13535,0.003
17.083,51.13535,0.083
17.085,51.13535,0.046
17.087,51.13535,0.005
17.089,51.13535,0.444
17.091,51.13535,0.427
17.093,51.13535,0.482
17.095,51.13535,0.478
17.097,51.13535,0.489
17.099,51.13535,0.547
17.101,51.13535,0.474
17.103,51.13535,0.541
17.105,51.13535,0.556
17.107,51.13535,0.533
17.109,51.13535,0.511
17.111,51.13535,0.559
17.113,51.13535,0.529
17.115,51.13535,0.538
17.117,51.13535,0.532
17.119,51.13535,0.504
17.121,51.13535,0.518
17.123,51.13535,0.508
17.125,51.13535,0.506
17.127,51.13535,0.51
17.129,51.13535,0.51
17.131,51.13535,0.526
17.133,51.13535,0.561
17.135,51.13535,0.533
17.137,51.13535,0.556
17.139,51.13535,0.586
17.141,51.13535,0.56
17.143,51.13535,0.61
17.145,51.13535,0.548
17.147,51.13535,0.604
17.149,51.13535,0.562
17.151,51.13535,0.558
17.153,51.13535,0.59
17.155,51.13535,0.542
17.157,51.13535,0.587
17.159,51.13535,0.603
17.161,51.13535,0.585
17.163,51.13535,0.567
17.165,51.13535,0.561
17.167,51.13535,0.528
17.169,51.13535,0.538
17.171,51.13535,0.513
17.173,51.13535,0.465
17.175,51.13535,0.491
17.177,51.13535,0.451
17.179,51.13535,0.461
17.181,51.13535,0.467
17.183,51.13535,0.462
17.185,51.13535,0.448
17.187,51.13535,0.502
17.189,51.13535,0.476
17.191,51.13535,0.457
17.193,51.13535,0.467
17.195,51.13535,0.484
17.197,51.13535,0.467
17.199,51.13535,0.531
17.201,51.13535,0.532
17.203,51.13535,0.521
17.205,51.13535,0.556
17.207,51.13535,0.577
17.209,51.13535,0.567
17.211,51.13535,0.597
17.213,51.13535,0.595
17.215,51.13535,0.603
17.217,51.13535,0.623
17.219,51.13535,0.637
17.221,51.13535,0.621
17.223,51.13535,0.609
17.225,51.13535,0.59
17.227,51.13535,0.573
17.229,51.13535,0.565
17.231,51.13535,0.579
17.233,51.13535,0.607
17.235,51.13535,0.61
17.237,51.13535,0.567
17.239,51.13535,0.547
17.241,51.13535,0.592
17.243,51.13535,0.566
17.245,51.13535,0.546
17.247,51.13535,0.565
17.249,51.13535,0.558
16.851,51.13405,0.682
16.853,51.13405,0.673
16.855,51.13405,0.645
16.857,51.13405,0.653
16.859,51.13405,0.63
16.861,51.13405,0.615
16.863,51.13405,0.616
16.865,51.13405,0.595
16.867,51.13405,0.621
16.869,51.13405,0.585
16.871,51.13405,0.601
16.873,51.13405,0.571
16.875,51.13405,0.535
16.877,51.13405,0.541
16.879,51.13405,0.551
16.881,51.13405,0.518
16.883,51.13405,0.519
16.885,51.13405,0.508
16.887,51.13405,0.522
16.889,51.13405,0.523
16.891,51.13405,0.512
16.893,51.13405,0.541
16.895,51.13405,0.506
16.897,51.13405,0.498
16.899,51.13405,0.505
16.901,51.13405,0.534
16.903,51.13405,0.489
16.905,51.13405,0.486
16.907,51.13405,0.509
16.909,51.13405,0.512
16.911,51.13405,0.481
16.913,51.13405,0.483
16.915,51.13405,0.496
16.917,51.13405,0.522
16.919,51.13405,0.485
16.921,51.13405,0.514
16.923,51.13405,0.506
16.925,51.13405,0.532
16.927,51.13405,0.491
16.929,51.13405,0.509
16.931,51.13405,0.505
16.933,51.13405,0.536
16.935,51.13405,0.516
16.937,51.13405,0.509
16.939,51.13405,0.513
16.941,51.13405,0.497
16.943,51.13405,0.456
16.945,51.13405,0.492
16.947,51.13405,0.457
16.949,51.13405,0.474
16.951,51.13405,0.452
16.953,51.13405,0.428
16.955,51.13405,0.41
16.957,51.13405,0.425
16.959,51.13405,0.432
16.961,51.13405,0.398
16.963,51.13405,0.381
16.965,51.13405,0.442
16.967,51.13405,0.428
16.969,51.13405,0.433
16.971,51.13405,0.446
16.973,51.13405,0.417
16.975,51.13405,0.397
16.977,51.13405,0.398
16.979,51.13405,0.408
16.981,51.13405,0.435
16.983,51.13405,0.403
16.985,51.13405,0.409
16.987,51.13405,0.37
16.989,51.13405,0.339
16.991,51.13405,0.354
16.993,51.13405,0.403
16.995,51.13405,0.301
16.997,51.13405,0.322
16.999,51.13405,0.319
17.001,51.13405,0.314
17.003,51.13405,0.287
17.005,51.13405,0.312
17.007,51.13405,0.28
17.009,51.13405,0.282
17.011,51.13405,0.276
17.013,51.13405,0.225
17.015,51.13405,0.23
17.017,51.13405,0.249
17.019,51.13405,0.217
17.021,51.13405,0.259
17.023,51.13405,0.214
17.025,51.13405,0.222
17.027,51.13405,0.208
17.029,51.13405,0.19
17.031,51.13405,0.184
17.033,51.13405,0.177
17.035,51.13405,0.201
17.037,51.13405,0.174
17.039,51.13405,0.181
17.041,51.13405,0.207
17.043,51.13405,0.197
17.045,51.13405,0.226
17.047,51.13405,0.21
17.049,51.13405,0.24
17.051,51.13405,0.244
17.053,51.13405,0.231
17.055,51.13405,0.269
17.057,51.13405,0.258
17.059,51.13405,0.277
17.061,51.13405,0.288
17.063,51.13405,0.031
17.065,51.13405,0.038
17.067,51.13405,0.094
17.069,51.13405,0.03
17.071,51.13405,0.092
17.073,51.13405,0.029
17.075,51.13405,0.051
17.077,51.13405,0.04
17.079,51.13405,0.044
17.081,51.13405,-0.008
17.083,51.13405,0.015
17.085,51.13405,0.405
17.087,51.13405,0.413
17.089,51.13405,0.447
17.091,51.13405,0.49
17.093,51.13405,0.483
17.095,51.13405,0.522
17.097,51.13405,0.493
17.099,51.13405,0.52
17.101,51.13405,0.531
17.103,51.13405,0.513
17.105,51.13405,0.516
17.107,51.13405,0.509
17.109,51.13405,0.499
17.111,51.13405,0.496
17.113,51.13405,0.51
17.115,51.13405,0.497
17.117,51.13405,0.538
17.119,51.13405,0.51
17.121,51.13405,0.47
17.123,51.13405,0.513
17.125,51.13405,0.501
17.127,51.13405,0.523
17.129,51.13405,0.51
17.131,51.13405,0.504
17.133,51.13405,0.55
17.135,51.13405,0.564
17.137,51.13405,0.539
17.139,51.13405,0.559
17.141,51.13405,0.574
17.143,51.13405,0.524
17.145,51.13405,0.556
17.147,51.13405,0.574
17.149,51.13405,0.582
17.151,51.13405,0.577
17.153,51.13405,0.545
17.155,51.13405,0.524
17.157,51.13405,0.556
17.159,51.13405,0.554
17.161,51.13405,0.553
17.163,51.13405,0.534
17.165,51.13405,0.531
17.167,51.13405,0.509
17.169,51.13405,0.478
17.171,51.13405,0.503
17.173,51.13405,0.464
17.175,51.13405,0.421
17.177,51.13405,0.494
17.179,51.13405,0.433
17.181,51.13405,0.45
17.183,51.13405,0.454
17.185,51.13405,0.477
17.187,51.13405,0.475
17.189,51.13405,0.458
17.191,51.13405,0.492
17.193,51.13405,0.483
17.195,51.13405,0.485
17.197,51.13405,0.518
17.199,51.13405,0.513
17.201,51.13405,0.525
17.203,51.13405,0.539
17.205,51.13405,0.556
17.207,51.13405,0.556
17.209,51.13405,0.536
17.211,51.13405,0.582
17.213,51.13405,0.595
17.215,51.13405,0.6
17.217,51.13405,0.576
17.219,51.13405,0.631
17.221,51.13405,0.612
17.223,51.13405,0.619
17.225,51.13405,0.668
17.227,51.13405,0.578
17.229,51.13405,0.626
17.231,51.13405,0.638
17.233,51.13405,0.606
17.235,51.13405,0.573
17.237,51.13405,0.581
17.239,51.13405,0.579
17.241,51.13405,0.564
17.243,51.13405,0.589
17.245,51.13405,0.57
17.247,51.13405,0.565
17.249,51.13405,0.559
16.851,51.13275,0.66
16.853,51.13275,0.638
16.855,51.13275,0.67
16.857,51.13275,0.659
16.859,51.13275,0.622
16.861,51.13275,0.648
16.863,51.13275,0.608
16.865,51.13275,0.621
16.867,51.13275,0.552
16.869,51.13275,0.58
16.871,51.13275,0.553
16.873,51.13275,0.544
16.875,51.13275,0.541
16.877,51.13275,0.531
16.879,51.13275,0.507
16.881,51.13275,0.532
16.883,51.13275,0.508
16.885,51.13275,0.543
16.887,51.13275,0.478
16.889,51.13275,0.495
16.891,51.13275,0.53
16.893,51.13275,0.496
16.895,51.13275,0.484
16.897,51.13275,0.484
16.899,51.13275,0.502
16.901,51.13275,0.507
16.903,51.13275,0.538
16.905,51.13275,0.515
16.907,51.13275,0.543
16.909,51.13275,0.515
16.911,51.13275,0.539
16.913,51.13275,0.548
16.915,51.13275,0.546
16.917,51.13275,0.522
16.919,51.13275,0.54
16.921,51.13275,0.515
16.923,51.13275,0.561
16.925,51.13275,0.546
16.927,51.13275,0.53
16.929,51.13275,0.551
16.931,51.13275,0.512
16.933,51.13275,0.516
16.935,51.13275,0.482
16.937,51.13275,0.516
16.939,51.13275,0.49
16.941,51.13275,0.457
16.943,51.13275,0.467
16.945,51.13275,0.483
16.947,51.13275,0.459
16.949,51.13275,0.438
16.951,51.13275,0.416
16.953,51.13275,0.465
16.955,51.13275,0.441
16.957,51.13275,0.443
16.959,51.13275,0.431
16.961,51.13275,0.436
16.963,51.13275,0.447
16.965,51.13275,0.407
16.967,51.13275,0.437
16.969,51.13275,0.397
16.971,51.13275,0.433
16.973,51.13275,0.378
16.975,51.13275,0.414
16.977,51.13275,0.387
16.979,51.13275,0.411
16.981,51.13275,0.406
16.983,51.13275,0.434
16.985,51.13275,0.423
16.987,51.13275,0.375
16.989,51.13275,0.324
16.991,51.13275,0.36
16.993,51.13275,0.293
16.995,51.13275,0.353
16.997,51.13275,0.313
16.999,51.13275,0.328
17.001,51.13275,0.299
17.003,51.13275,0.323
17.005,51.13275,0.305
17.007,51.13275,0.214
17.009,51.13275,0.226
17.011,51.13275,0.231
17.013,51.13275,0.241
17.015,51.13275,0.256
17.017,51.13275,0.244
17.019,51.13275,0.232
17.021,51.13275,0.185
17.023,51.13275,0.186
17.025,51.13275,0.228
17.027,51.13275,0.18
17.029,51.13275,0.193
17.031,51.13275,0.227
17.033,51.13275,0.198
17.035,51.13275,0.216
17.037,51.13275,0.2
17.039,51.13275,0.211
17.041,51.13275,0.193
17.043,51.13275,0.191
17.045,51.13275,0.228
17.047,51.13275,0.224
17.049,51.13275,0.233
17.051,51.13275,0.282
17.053,51.13275,0.29
17.055,51.13275,0.258
17.057,51.13275,0.246
17.059,51.13275,0.259
17.061,51.13275,0.027
17.063,51.13275,0.031
17.065,51.13275,0.07
17.067,51.13275,0.055
17.069,51.13275,0.003
17.071,51.13275,0.018
17.073,51.13275,0.047
17.075,51.13275,0.053
17.077,51.13275,-0.021
17.079,51.13275,0.031
17.081,51.13275,0.011
17.083,51.13275,0.396
17.085,51.13275,0.417
17.087,51.13275,0.439
17.089,51.13275,0.445
17.091,51.13275,0.42
17.093,51.13275,0.458
17.095,51.13275,0.468
17.097,51.13275,0.453
17.099,51.13275,0.487
17.101,51.13275,0.522
17.103,51.13275,0.533
17.105,51.13275,0.506
17.107,51.13275,0.532
17.109,51.13275,0.511
17.111,51.13275,0.49
17.113,51.13275,0.545
17.115,51.13275,0.496
17.117,51.13275,0.484
17.119,51.13275,0.492
17.121,51.13275,0.519
17.123,51.13275,0.514
17.125,51.13275,0.516
17.127,51.13275,0.491
17.129,51.13275,0.522
17.131,51.13275,0.548
17.133,51.13275,0.535
17.135,51.13275,0.503
17.137,51.13275,0.536
17.139,51.13275,0.55
17.141,51.13275,0.526
17.143,51.13275,0.512
17.145,51.13275,0.571
17.147,51.13275,0.593
17.149,51.13275,0.607
17.151,51.13275,0.572
17.153,51.13275,0.57
17.155,51.13275,0.554
17.157,51.13275,0.576
17.159,51.13275,0.57
17.161,51.13275,0.552
17.163,51.13275,0.555
17.165,51.13275,0.477
17.167,51.13275,0.545
17.169,51.13275,0.525
17.171,51.13275,0.486
17.173,51.13275,0.517
17.175,51.13275,0.46
17.177,51.13275,0.479
17.179,51.13275,0.437
17.181,51.13275,0.428
17.183,51.13275,0.46
17.185,51.13275,0.456
17.187,51.13275,0.437
17.189,51.13275,0.476
17.191,51.13275,0.487
17.193,51.13275,0.484
17.195,51.13275,0.508
17.197,51.13275,0.502
17.199,51.13275,0.521
17.201,51.13275,0.53
17.203,51.13275,0.572
17.205,51.13275,0.586
17.207,51.13275,0.594
17.209,51.13275,0.584
17.211,51.13275,0.611
17.213,51.13275,0.587
17.215,51.13275,0.62
17.217,51.13275,0.632
17.219,51.13275,0.633
17.221,51.13275,0.607
17.223,51.13275,0.57
17.225,51.13275,0.602
17.227,51.13275,0.592
17.229,51.13275,0.613
17.231,51.13275,0.596
17.233,51.13275,0.575
17.235,51.13275,0.596
17.237,51.13275,0.594
17.239,51.13275,0.566
17.241,51.13275,0.567
17.243,51.13275,0.592
17.245,51.13275,0.588
17.247,51.13275,0.623
17.249,51.13275,0.6
16.851,51.13145,0.625
16.853,51.13145,0.674
16.855,51.13145,0.667
16.857,51.13145,0.632
16.859,51.13145,0.626
16.861,51.13145,0.634
16.863,51.13145,0.614
16.865,51.13145,0.598
16.867,51.13145,0.588
16.869,51.13145,0.594
16.871,51.13145,0.56
16.873,51.13145,0.484
16.875,51.13145,0.546
16.877,51.13145,0.568
16.879,51.13145,0.528
16.881,51.13145,0.557
16.883,51.13145,0.535
16.885,51.13145,0.534
16.887,51.13145,0.512
16.889,51.13145,0.529
16.891,51.13145,0.515
16.893,51.13145,0.491
16.895,51.13145,0.506
16.897,51.13145,0.529
16.899,51.13145,0.516
16.901,51.13145,0.486
16.903,51.13145,0.499
16.905,51.13145,0.529
16.907,51.13145,0.557
